title#yr_pr#episodes#seasons#imdb_rate#owned#creators_exp#actors_exp#producers_exp#drama#comedy#reality#misc#prod_FOX#prod_ABC#prod_CBS#prod_NBC#on_fox#on_abc#on_cbs#on_nbc#produced_diff
Grey's Anatomy#2005#210#10#7.4000001#1#0#0#67#1#0#0#0#0#1#0#0#0#1#0#0#0
Castle#2009#113#6#8.1999998#1#0#1#25#0#1#0#0#0#1#0#0#0#1#0#0#0
Rookie Blue#2010#52#5#6.9000001#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0
Modern Family#2009#103#5#8.6000004#0#6#2#145#0#1#0#0#1#0#0#0#0#1#0#0#1
The Middle#2009#101#5#7#0#4#2#100#0#1#0#0#0#0#0#0#0#1#0#0#0
America's Funniest Home Videos#1989#261#102#5.8000002#1#0#1#0#0#1#0#0#0#1#0#0#0#1#0#0#0
The Bachelor#2002#146#18#2.5#0#0#0#1#0#0#0#1#0#0#0#0#0#1#0#0#0
The Bachelorette#2003#99#9#2.5#0#1#1#3#0#0#0#1#0#0#0#0#0#1#0#0#0
Dancing with the Stars#2005#308#17#4.4000001#0#0#1#3#0#0#1#0#0#0#0#0#0#1#0#0#0
Wipeout#2008#58#6#6.5#0#0#0#13#0#1#0#0#0#0#0#0#0#1#0#0#0
Shark Tank#2009#72#5#6.6999998#0#0#0#27#0#0#0#1#0#0#0#0#0#1#0#0#0
Alias#2001#105#5#7.3000002#0#0#2#32#1#0#0#0#0#0#0#0#0#1#0#0#0
Birdland#1994#7#1#6.3000002#1#0#1#5#1#0#0#0#0#1#0#0#0#1#0#0#0
Blue Thunder#1984#11#1#5.9000001#0#0#1#6#1#0#0#0#0#0#0#0#0#1#0#0#0
Code Red#1981#19#1#7.1999998#0#0#3#0#1#0#0#0#0#0#0#0#0#1#0#0#0
The Fall Guy#1981#112#5#6.9000001#0#7#2#3#1#0#0#0#1#0#0#0#0#1#0#0#1
Hollywood Beat#1985#14#1#6.5999999#0#0#0#3#1#0#0#0#0#0#0#0#0#1#0#0#0
Lois & Clark: The New Adventures of Superman#1993#87#4#6.5#0#0#2#14#1#0#0#0#0#0#0#0#0#1#0#0#0
MacGyver#1985#139#7#7.5#0#0#1#9#1#0#0#0#0#0#0#0#0#1#0#0#0
Sable#1987#7#1#7.0999999#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0
The Young Indiana Jones Chronicles#1992#22#2#7.0999999#0#0#0#20#1#0#0#0#0#0#0#0#0#1#0#0#0
Arresting Behavior#1992#5#1#7.6999998#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0
The Commish#1991#92#5#6.9000001#1#11#0#11#0#1#0#0#0#1#0#0#0#1#0#0#0
Cupid#2009#7#1#6.9000001#1#0#1#43#0#1#0#0#0#1#0#0#0#1#0#0#0
Desperate Housewives#2004#181#8#7.1999998#1#0#3#60#0#1#0#0#0#1#0#0#0#1#0#0#0
The Greatest American Hero#1981#44#3#7#0#3#2#0#1#0#0#0#0#0#0#0#0#1#0#0#0
Hooperman#1987#42#2#6.5999999#0#5#2#9#0#1#0#0#1#0#0#0#0#1#0#0#1
Monk#2002#125#8#7.8000002#1#0#1#12#0#1#0#0#0#1#0#0#0#1#0#0#0
Moonlighting#1985#66#5#7.4000001#0#0#1#0#0#1#0#0#0#0#0#0#0#1#0#0#0
Private Practice#2007#111#6#6.0999999#1#1#0#23#0#1#0#0#0#1#0#0#0#1#0#0#0
Pushing Daisies#2007#22#2#8.1999998#0#1#1#87#0#1#0#0#0#0#0#0#0#1#0#0#0
Snoops#1999#13#1#6#0#4#0#62#1#0#0#0#1#0#0#0#0#1#0#0#1
Ugly Betty#2006#85#4#6.1999998#0#0#0#59#0#1#0#0#0#0#0#0#0#1#0#0#0
The Wonder Years#1988#115#6#8.1999998#0#1#0#3#0#1#0#0#0#0#0#0#0#1#0#0#0
10-8: Officers on Duty#2003#15#1#6.3000002#0#0#2#6#1#0#0#0#0#0#0#0#0#1#0#0#0
B.A.D. Cats#1980#10#1#5.8000002#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0
B.L. Stryker#1989#12#2#5.9000001#0#1#1#15#1#0#0#0#0#0#0#0#0#1#0#0#0
Blind Justice#2005#13#1#5.5#0#9#2#39#1#0#0#0#0#0#0#0#0#1#0#0#0
Big Shots#2007#11#1#6.9000001#0#2#1#86#1#0#0#0#0#0#0#0#0#1#0#0#0
Boston Legal#2004#101#5#8.1000004#0#6#4#111#0#1#0#0#1#0#0#0#0#1#0#0#1
